30,42,'2022-04-30 15:11:04.40813','2023-02-20 08:49:10.054148','2023-06-13 11:47:41.249084','DHL Express','4745140329',16.74,'Expedited Shipping',21,2
31,71,'2015-09-29 03:50:28.268568','2016-08-20 11:56:37.851971','2020-11-17 12:12:39.408496','United Parcel Service (UPS)','6514895581',20.56,'Pickup In Store',72,39
32,19,'2023-08-22 01:14:51.08355','2023-09-07 08:24:45.06601','2023-10-29 18:30:14.125595','Amazon Logistics','1235455917',13.59,'Standard Shipping',68,66
33,30,'2017-01-13 18:10:06.132475','2022-01-05 06:08:18.941356','2022-10-26 22:52:43.069093','United States Postal Service (USPS)','1023593731',7.23,'Pickup In Store',39,12
34,49,'2017-10-09 00:25:23.158581','2020-05-31 20:37:48.747861','2023-08-23 08:21:08.012257','Amazon Logistics','7155379360',6.70,'Pickup In Store',86,71
35,85,'2023-10-26 13:59:10.981249','2024-01-30 19:46:52.569152','2024-02-09 13:19:05.215196','FedEx Corporation','3895163886',22.36,'Priority Shipping',50,87
36,82,'2020-01-29 16:00:57.727903','2020-05-25 05:02:40.307729','2023-12-22 15:48:36.540415','United States Postal Service (USPS)','7370162591',24.42,'Pickup In Store',60,97
37,25,'2015-01-20 02:26:50.668112','2016-03-02 13:35:17.609506','2022-10-30 04:25:00.654196','United Parcel Service (UPS)','2007291983',22.36,'Priority Shipping',25,9
38,86,'2017-02-27 07:55:42.406698','2019-12-31 19:17:59.510198','2023-08-16 01:43:51.942491','Amazon Logistics','7601708505',7.74,'Free Shipping',77,19
39,74,'2019-05-12 08:51:30.048722','2021-02-18 15:45:34.652117','2021-11-22 10:12:49.4816','Amazon Logistics','1242569600',27.96,'Same-Day Delivery',22,33
40,24,'2022-07-25 21:30:36.402753','2023-01-08 09:26:36.131875','2023-12-02 15:38:36.546104','DHL Express','6860519325',9.99,'Expedited Shipping',26,89
41,62,'2016-11-25 12:34:21.833781','2022-12-28 11:46:55.992592','2023-12-06 11:53:41.292315','FedEx Corporation','7041456077',19.08,'Expedited Shipping',80,35
42,30,'2016-03-12 02:54:39.41279','2017-07-17 23:22:09.446696','2021-05-13 03:41:22.946774','DHL Express','2831403394',8.44,'Pickup In Store',28,37
43,98,'2014-09-12 23:18:30.500637','2014-10-11 15:40:19.855956','2019-08-30 08:03:22.187378','FedEx Corporation','6625610531',23.39,'Same-Day Delivery',63,55
44,87,'2023-02-06 16:14:31.945999','2023-07-23 23:59:02.041868','2024-02-15 20:48:42.514431','United States Postal Service (USPS)','4278736311',13.54,'Standard Shipping',39,9
45,18,'2023-03-30 09:24:43.508647','2024-01-15 20:09:43.381358','2024-02-11 14:39:11.154165','United States Postal Service (USPS)','1741749635',24.51,'Same-Day Delivery',89,78
46,78,'2016-04-18 01:45:39.410141','2023-03-29 15:32:35.630143','2023-11-06 01:55:14.098695','United States Postal Service (USPS)','9372383548',28.08,'Expedited Shipping',33,90
47,98,'2016-06-01 12:21:32.033905','2020-11-22 10:41:11.333962','2023-12-20 19:31:28.827103','Amazon Logistics','4099149978',14.48,'Standard Shipping',4,75
48,97,'2023-10-31 20:59:51.469494','2023-11-21 08:13:43.167714','2023-11-22 21:21:10.316913','United States Postal Service (USPS)','2066839992',21.54,'Free Shipping',97,21
49,76,'2017-12-24 09:09:42.93636','2019-03-24 06:38:18.884952','2021-04-04 02:19:14.189196','FedEx Corporation','0060484524',20.73,'Standard Shipping',94,35
50,69,'2020-08-28 07:18:00.381302','2021-07-25 16:42:07.178855','2023-11-10 06:13:46.078942','United Parcel Service (UPS)','4370013920',25.80,'Standard Shipping',91,99
51,76,'2021-03-29 02:52:46.569496','2023-01-26 02:58:02.613096','2023-04-19 06:48:03.424706','DHL Express','4181490020',23.75,'Priority Shipping',59,49
52,56,'2016-01-13 03:41:23.792433','2019-09-03 09:34:36.960969','2022-05-10 17:10:16.393641','Amazon Logistics','2342933454',21.52,'Priority Shipping',12,10
53,85,'2015-05-22 11:26:28.801032','2023-02-08 18:53:58.4835','2023-07-22 00:37:59.613566','DHL Express','2553169468',28.64,'Standard Shipping',21,25
54,88,'2015-04-10 12:42:52.393609','2019-05-24 20:36:49.834238','2019-10-15 00:05:41.285975','DHL Express','6379022605',11.13,'Priority Shipping',29,38
55,65,'2014-06-23 06:49:21.509186','2017-07-23 10:57:10.897366','2022-07-02 08:45:04.55256','FedEx Corporation','6821229816',8.77,'Standard Shipping',60,97
56,61,'2014-12-28 01:32:52.861075','2022-05-28 11:03:28.418276','2023-09-16 04:26:05.793561','FedEx Corporation','3132180467',28.22,'Standard Shipping',27,97
57,22,'2014-04-01 21:50:25.809767','2022-01-02 22:45:21.091055','2023-02-01 00:38:56.385608','Amazon Logistics','8641465290',20.06,'Expedited Shipping',36,9
58,96,'2018-01-31 03:34:29.569094','2019-12-29 18:58:02.514364','2020-06-12 16:07:38.940455','Amazon Logistics','3026906522',25.37,'Standard Shipping',4,50
59,49,'2019-06-18 00:49:06.574881','2019-12-17 08:16:54.513343','2020-04-22 11:42:30.528174','Amazon Logistics','3943246817',26.19,'Expedited Shipping',80,34
60,30,'2017-02-27 13:16:04.572236','2017-11-22 16:26:52.544558','2018-07-01 22:23:51.183503','DHL Express','3082970785',24.01,'Standard Shipping',49,80
61,43,'2015-06-06 21:04:28.644161','2015-11-19 07:26:36.230675','2022-03-09 11:08:00.396985','United Parcel Service (UPS)','7171062886',10.51,'Expedited Shipping',4,88
62,4,'2016-05-05 13:17:43.990831','2022-06-29 18:48:27.963965','2023-07-03 17:25:59.774718','United Parcel Service (UPS)','7862311108',14.04,'Same-Day Delivery',3,28
63,73,'2015-12-27 20:35:03.170232','2018-04-23 04:31:42.883494','2019-12-02 20:57:36.715214','DHL Express','0675748332',7.00,'Same-Day Delivery',56,2
64,35,'2016-12-16 08:05:59.209463','2022-01-27 06:01:38.634328','2023-06-12 21:31:24.98482','Amazon Logistics','0670682978',23.41,'Free Shipping',27,49
65,60,'2022-06-14 21:17:28.096064','2024-01-23 03:07:09.019564','2024-02-14 03:09:54.822975','DHL Express','2041560063',12.96,'Expedited Shipping',31,29
66,85,'2018-01-20 13:44:15.851554','2024-02-16 02:51:20.310839','2024-02-16 15:52:46.735064','DHL Express','8691101765',6.69,'Pickup In Store',50,78
67,51,'2022-01-11 10:03:28.862194','2022-05-22 08:27:23.320167','2022-10-10 17:53:24.96405','Amazon Logistics','5043158226',14.64,'Standard Shipping',74,41
68,63,'2015-10-03 22:42:46.767614','2017-07-29 09:46:32.67639','2023-04-27 22:20:01.478519','United Parcel Service (UPS)','8331623659',6.76,'Same-Day Delivery',83,46
69,9,'2020-05-18 13:39:50.3266','2023-05-25 21:34:43.799617','2023-10-28 14:01:02.379296','United States Postal Service (USPS)','1769322479',6.98,'Same-Day Delivery',55,38
70,69,'2023-07-30 06:44:51.73097','2023-12-16 02:18:02.128741','2024-01-10 15:00:17.903847','FedEx Corporation','0536991633',9.11,'Expedited Shipping',66,32
71,26,'2020-08-13 07:03:30.431112','2021-04-04 12:35:47.667909','2022-04-09 04:42:46.164463','DHL Express','3031760818',12.57,'Pickup In Store',89,100
72,32,'2023-04-12 03:56:11.566121','2023-11-10 00:45:32.4039','2023-11-10 18:47:24.443585','United States Postal Service (USPS)','4886034271',27.23,'Priority Shipping',6,66
73,65,'2019-07-21 19:06:34.912522','2020-07-02 12:20:15.243021','2022-11-02 17:24:17.910864','DHL Express','0216324311',13.24,'Pickup In Store',70,74
74,79,'2017-04-17 21:12:43.67557','2023-06-17 18:03:16.312431','2023-11-18 09:28:43.648164','DHL Express','8995113658',9.49,'Pickup In Store',87,28
75,19,'2015-12-15 00:50:17.915196','2016-02-15 00:34:37.116334','2023-01-29 13:29:20.291911','Amazon Logistics','2887420162',23.34,'Standard Shipping',26,46
76,23,'2017-01-20 23:58:41.721892','2021-04-10 05:37:06.268111','2023-08-03 21:01:42.438691','United States Postal Service (USPS)','2513873114',7.23,'Free Shipping',56,91
77,76,'2017-02-22 04:54:12.058624','2023-06-17 22:39:14.939223','2023-07-26 16:10:34.721051','United States Postal Service (USPS)','0245161422',8.04,'Free Shipping',27,19
78,46,'2019-12-09 14:59:23.097652','2021-03-02 21:34:28.793884','2021-04-20 04:52:53.8295','DHL Express','3142877868',12.48,'Same-Day Delivery',35,30
79,47,'2022-05-22 21:40:32.089258','2022-06-09 01:11:37.243759','2022-09-06 15:57:39.509699','United States Postal Service (USPS)','1535485910',27.00,'Free Shipping',47,29
80,8,'2020-06-15 20:17:05.680199','2022-08-25 13:51:22.046566','2022-11-06 22:08:11.335097','Amazon Logistics','5199122291',21.55,'Priority Shipping',61,91
81,72,'2016-12-18 23:16:36.751611','2020-08-28 15:12:12.111387','2022-05-12 17:02:22.061144','DHL Express','0728310743',21.36,'Priority Shipping',20,88
82,45,'2020-05-01 07:34:23.540374','2021-04-08 02:57:19.474522','2022-10-07 19:14:04.360912','FedEx Corporation','4747296516',21.19,'Expedited Shipping',17,67
83,69,'2018-03-13 07:56:04.906228','2021-05-04 02:17:51.80694','2022-11-10 04:08:57.649202','United Parcel Service (UPS)','4281335572',12.25,'Priority Shipping',77,49
84,93,'2021-08-18 19:30:04.88103','2022-10-27 19:17:42.653174','2023-06-28 12:14:46.313807','United Parcel Service (UPS)','9787160641',12.37,'Priority Shipping',22,14
85,20,'2018-02-07 05:26:17.197335','2022-03-24 12:47:13.175394','2022-08-20 08:39:09.506994','DHL Express','4854131074',9.10,'Pickup In Store',99,4
86,63,'2017-03-01 18:22:00.808654','2019-02-07 09:37:29.267163','2021-12-07 19:22:26.438469','United Parcel Service (UPS)','5050425734',22.47,'Priority Shipping',22,94
87,44,'2016-06-10 05:55:01.484868','2019-11-19 09:32:59.453994','2024-02-05 20:47:13.478782','FedEx Corporation','3275559970',22.79,'Expedited Shipping',66,94
88,69,'2023-12-26 11:49:17.922354','2024-01-25 12:35:20.570904','2024-02-03 10:33:25.22214','DHL Express','2076387529',20.14,'Pickup In Store',83,92
89,45,'2022-03-14 22:28:59.878032','2023-04-04 16:46:20.18283','2023-07-24 03:50:30.10061','FedEx Corporation','9252074075',17.17,'Priority Shipping',36,67
90,59,'2017-08-08 20:09:37.840154','2022-06-10 04:31:00.166643','2023-09-30 05:48:47.495174','FedEx Corporation','8508340171',23.45,'Pickup In Store',25,42
91,41,'2019-10-19 05:42:54.809295','2022-09-16 20:23:25.721988','2022-09-27 12:11:55.636803','FedEx Corporation','9334998138',29.95,'Free Shipping',93,16
92,68,'2017-10-20 14:43:09.897063','2021-08-07 19:45:42.544965','2022-02-06 21:28:15.808018','FedEx Corporation','5109696815',29.17,'Expedited Shipping',56,40
93,66,'2015-04-29 18:58:21.213461','2023-01-02 12:52:20.131192','2023-04-22 13:34:06.625774','United States Postal Service (USPS)','2930649765',27.83,'Free Shipping',63,49
94,84,'2023-03-01 11:29:10.693168','2023-09-06 11:58:43.40731','2023-09-28 02:37:45.710071','United Parcel Service (UPS)','9922248428',18.83,'Expedited Shipping',81,64
95,16,'2021-05-19 07:20:17.545819','2021-12-18 00:58:41.334064','2023-05-25 20:52:26.915919','DHL Express','4580514317',25.70,'Pickup In Store',32,12
96,44,'2022-11-19 23:51:47.325125','2023-04-13 13:45:16.956491','2023-07-27 19:34:42.05491','United Parcel Service (UPS)','5402486298',19.09,'Free Shipping',58,58
97,64,'2021-12-13 15:23:36.78508','2022-12-16 09:18:06.436732','2023-04-21 14:18:42.934814','Amazon Logistics','6960770338',21.51,'Same-Day Delivery',65,7
98,8,'2023-05-25 20:59:28.464664','2023-12-05 03:33:53.373862','2024-02-08 06:04:25.195504','United Parcel Service (UPS)','2056058838',8.91,'Same-Day Delivery',67,63
99,46,'2021-03-21 11:42:02.681495','2021-11-28 15:03:34.389908','2022-03-21 11:06:27.241416','DHL Express','9504921371',11.06,'Free Shipping',51,2
100,57,'2021-05-01 14:45:33.051791','2022-03-11 08:31:24.32984','2023-01-14 23:38:50.300191','United States Postal Service (USPS)','1901734658',5.63,'Standard Shipping',76,10
