18,74,'2022-12-29 15:36:42.73924',165.00,'Processing','Cryptocurrency','Expedited Shipping',50,83,false,true,true,false,true,5
19,95,'2019-06-26 09:11:15.627707',133.00,'Pending','Debit Card','Expedited Shipping',31,100,true,false,true,true,true,11
20,3,'2015-08-23 22:08:28.079412',125.00,'Processing','Debit Card','Same-Day Delivery',23,12,false,true,false,true,false,5
21,78,'2017-07-27 17:51:30.105373',97.00,'Processing','Credit Card','Free Shipping',100,33,true,true,true,false,false,6
22,53,'2019-08-30 12:37:21.960907',82.00,'Canceled','Cryptocurrency','Pickup In Store',69,86,true,true,false,false,false,9
23,44,'2022-10-22 13:27:15.173231',195.00,'Delivered','Cryptocurrency','Same-Day Delivery',91,22,false,true,true,false,true,2
24,78,'2015-05-05 09:24:40.238182',96.00,'Canceled','Cash on Delivery','Same-Day Delivery',55,58,true,false,false,false,false,12
25,25,'2021-02-27 19:30:47.335461',194.00,'Pending','Debit Card','Priority Shipping',29,4,false,true,true,false,true,14
26,16,'2016-05-01 16:19:26.353619',111.00,'Shipped','Debit Card','Same-Day Delivery',80,47,false,false,true,true,false,13
27,20,'2022-01-08 19:19:15.624493',143.00,'Shipped','Debit Card','Expedited Shipping',37,86,true,true,true,true,false,12
28,46,'2014-02-25 10:40:21.043801',200.00,'Canceled','Bank Transfer','Priority Shipping',97,78,false,true,true,false,false,7
29,93,'2014-05-04 18:40:58.639336',105.00,'Processing','Bank Transfer','Pickup In Store',77,87,true,false,true,false,true,6
30,53,'2019-07-02 23:54:06.928206',124.00,'Pending','Cash on Delivery','Standard Shipping',85,71,false,false,true,false,true,14
31,76,'2019-06-09 07:12:08.458935',107.00,'Canceled','Bank Transfer','Pickup In Store',27,1,true,false,false,true,false,3
32,100,'2019-04-29 07:58:44.662334',191.00,'Refunded','Cash on Delivery','Priority Shipping',97,6,true,true,true,true,false,13
33,87,'2018-12-06 15:30:52.54137',126.00,'Shipped','Cryptocurrency','Pickup In Store',27,56,false,true,true,true,false,11
34,64,'2021-10-14 23:19:33.402405',157.00,'Shipped','Bank Transfer','Free Shipping',90,75,true,true,false,true,true,10
35,34,'2024-01-21 18:18:46.853439',166.00,'Refunded','Credit Card','Free Shipping',82,7,true,true,false,true,true,5
36,22,'2015-09-13 14:58:07.580328',152.00,'Shipped','Cash on Delivery','Free Shipping',48,23,false,false,false,true,false,4
37,40,'2020-10-19 09:34:48.139017',124.00,'Shipped','Cryptocurrency','Pickup In Store',24,37,false,true,false,true,true,11
38,1,'2021-07-10 17:28:37.515313',188.00,'Canceled','Debit Card','Same-Day Delivery',31,36,true,false,false,false,false,12
39,62,'2019-02-17 18:21:15.953528',29.00,'Delivered','Bank Transfer','Priority Shipping',30,63,false,false,true,false,false,13
40,96,'2020-10-16 16:40:45.731707',186.00,'Delivered','Cash on Delivery','Same-Day Delivery',92,71,false,false,true,false,true,3
41,55,'2017-06-02 15:02:31.356727',85.00,'Delivered','Cash on Delivery','Pickup In Store',54,15,false,true,true,true,false,9
42,34,'2014-11-23 01:05:08.187792',140.00,'Delivered','Cryptocurrency','Priority Shipping',88,39,true,false,true,false,true,13
43,73,'2020-08-01 09:05:11.521494',182.00,'Delivered','Credit Card','Free Shipping',47,13,false,true,false,true,true,9
44,25,'2021-10-18 09:13:26.307186',107.00,'Processing','PayPal','Free Shipping',9,65,true,true,true,false,false,5
45,39,'2016-06-10 13:36:29.012905',33.00,'Processing','PayPal','Standard Shipping',98,62,true,false,true,false,false,7
46,80,'2017-08-26 20:13:11.19626',177.00,'Canceled','PayPal','Standard Shipping',16,62,false,false,true,false,false,3
47,89,'2014-08-17 09:10:13.333485',13.00,'Canceled','Cash on Delivery','Free Shipping',98,79,true,true,false,false,true,6
48,65,'2023-07-07 01:26:18.320829',163.00,'Refunded','PayPal','Pickup In Store',20,57,true,false,false,true,true,12
49,17,'2023-11-03 14:13:15.933139',87.00,'Shipped','Cryptocurrency','Standard Shipping',29,91,false,true,false,true,false,6
50,6,'2021-10-18 19:03:26.745625',64.00,'Canceled','PayPal','Priority Shipping',36,24,true,true,false,false,true,4
51,43,'2023-05-03 01:08:18.688341',143.00,'Delivered','Credit Card','Free Shipping',90,23,false,true,false,true,false,10
52,2,'2017-08-15 22:46:46.860978',47.00,'Canceled','Cash on Delivery','Standard Shipping',32,87,false,false,true,true,true,7
53,73,'2016-01-05 21:56:12.161121',86.00,'Processing','Cryptocurrency','Priority Shipping',10,61,false,false,false,true,false,1
54,27,'2017-06-10 20:56:02.125432',70.00,'Processing','Cash on Delivery','Priority Shipping',20,76,false,false,true,true,false,12
55,20,'2020-09-22 03:10:07.752507',175.00,'Delivered','Credit Card','Pickup In Store',93,27,false,true,false,false,true,8
56,22,'2023-11-11 11:41:39.362145',160.00,'Pending','Bank Transfer','Free Shipping',97,80,false,true,false,true,false,13
57,90,'2019-10-07 00:03:21.112067',119.00,'Shipped','Credit Card','Expedited Shipping',48,82,true,false,false,true,true,11
58,95,'2014-10-23 05:56:53.449332',174.00,'Processing','Credit Card','Same-Day Delivery',78,68,false,false,true,true,false,3
59,65,'2014-06-25 01:16:25.071244',109.00,'Refunded','Cash on Delivery','Same-Day Delivery',98,43,true,false,true,true,false,7
60,71,'2015-07-21 13:55:15.470305',128.00,'Pending','Credit Card','Priority Shipping',15,20,false,false,true,false,false,3
61,5,'2016-05-04 13:42:26.59301',78.00,'Processing','PayPal','Free Shipping',29,30,false,true,true,true,true,5
62,79,'2019-01-13 04:48:33.446728',171.00,'Processing','Cryptocurrency','Standard Shipping',4,85,true,false,false,true,false,6
63,71,'2017-11-09 04:10:27.688756',24.00,'Delivered','Debit Card','Standard Shipping',26,84,true,false,false,false,true,4
64,16,'2019-12-27 05:20:40.062606',88.00,'Pending','PayPal','Free Shipping',30,67,false,true,false,false,true,7
65,6,'2018-08-20 05:25:36.982846',67.00,'Processing','Cryptocurrency','Pickup In Store',20,79,false,true,false,true,true,12
66,98,'2014-09-08 11:10:55.075749',191.00,'Shipped','Cryptocurrency','Expedited Shipping',73,51,false,true,true,false,false,12
67,66,'2014-10-07 09:07:29.706637',153.00,'Pending','Debit Card','Expedited Shipping',7,96,false,false,true,true,true,3
68,83,'2020-12-26 22:08:16.869648',178.00,'Delivered','PayPal','Expedited Shipping',44,58,false,false,true,false,false,8
69,37,'2017-12-02 16:27:56.760908',129.00,'Canceled','Bank Transfer','Priority Shipping',36,47,true,true,true,true,true,7
70,18,'2022-11-12 11:56:36.409092',29.00,'Pending','Cryptocurrency','Expedited Shipping',57,94,false,false,true,true,false,4
71,99,'2015-11-29 01:58:34.903959',137.00,'Canceled','Debit Card','Standard Shipping',93,75,true,false,false,false,true,3
72,70,'2022-11-08 04:45:32.648642',17.00,'Canceled','Debit Card','Priority Shipping',3,92,true,true,true,true,false,6
73,10,'2019-09-23 01:08:10.645589',7.00,'Canceled','Debit Card','Expedited Shipping',89,63,false,true,true,false,false,8
74,92,'2019-09-22 10:54:20.892041',171.00,'Refunded','Debit Card','Priority Shipping',90,20,false,true,true,true,false,7
75,57,'2023-09-11 11:33:31.370477',171.00,'Processing','Cryptocurrency','Priority Shipping',40,15,true,true,false,false,false,5
76,17,'2021-01-01 17:31:07.112727',39.00,'Pending','Bank Transfer','Expedited Shipping',35,23,false,true,false,false,true,10
77,23,'2022-12-15 02:58:17.821457',149.00,'Refunded','Credit Card','Same-Day Delivery',26,40,false,false,true,false,true,5
78,6,'2021-07-31 11:48:34.054474',21.00,'Refunded','Bank Transfer','Expedited Shipping',36,57,false,false,false,true,false,14
79,38,'2018-09-30 16:20:38.641142',75.00,'Shipped','Cash on Delivery','Pickup In Store',95,97,true,false,false,false,false,8
80,25,'2016-01-12 21:01:31.583097',167.00,'Processing','Bank Transfer','Expedited Shipping',90,32,false,true,false,true,false,9
81,59,'2022-03-30 01:17:48.144469',52.00,'Shipped','Cryptocurrency','Pickup In Store',55,11,false,true,true,true,false,6
82,94,'2018-10-08 09:01:17.390828',3.00,'Delivered','Cryptocurrency','Priority Shipping',21,32,false,true,false,true,true,5
83,27,'2015-11-11 00:54:28.531556',151.00,'Refunded','Credit Card','Standard Shipping',1,91,false,true,false,true,false,14
84,93,'2016-01-04 19:50:58.038473',125.00,'Delivered','Debit Card','Expedited Shipping',17,36,true,true,false,true,true,9
85,33,'2022-02-09 19:35:35.888041',76.00,'Pending','PayPal','Free Shipping',64,61,false,false,true,false,false,5
86,65,'2017-10-10 16:24:56.97807',81.00,'Pending','Cryptocurrency','Standard Shipping',76,66,false,false,false,false,true,11
87,46,'2021-03-13 17:40:38.820549',124.00,'Pending','Credit Card','Pickup In Store',95,76,false,false,false,true,true,8
88,50,'2020-04-29 16:05:06.13257',31.00,'Pending','PayPal','Priority Shipping',16,58,false,true,true,true,false,2
89,84,'2018-04-04 14:40:11.613207',49.00,'Refunded','Cash on Delivery','Standard Shipping',22,61,false,false,false,true,true,2
90,65,'2014-06-12 13:32:58.869039',31.00,'Shipped','Debit Card','Free Shipping',84,92,true,false,true,false,true,10
91,77,'2020-04-07 03:32:49.469635',190.00,'Canceled','PayPal','Free Shipping',75,33,true,true,true,true,false,6
92,86,'2022-09-01 04:54:55.816049',147.00,'Pending','PayPal','Priority Shipping',92,39,false,false,true,false,false,8
93,67,'2020-05-22 17:42:18.820105',4.00,'Processing','Cash on Delivery','Pickup In Store',94,17,true,false,false,false,true,14
94,33,'2015-07-19 05:57:12.545542',151.00,'Shipped','Cryptocurrency','Pickup In Store',40,76,false,true,false,false,false,10
95,67,'2023-12-27 23:23:06.299335',69.00,'Canceled','Debit Card','Free Shipping',42,79,true,false,true,false,false,13
96,56,'2015-10-08 03:12:31.294709',107.00,'Delivered','Credit Card','Priority Shipping',31,6,false,false,true,true,false,9
97,26,'2023-03-18 09:29:43.668098',161.00,'Delivered','Credit Card','Standard Shipping',50,46,false,true,true,true,false,1
98,2,'2023-02-26 23:54:43.79081',167.00,'Canceled','Bank Transfer','Priority Shipping',91,28,false,true,true,true,true,11
99,33,'2023-02-02 19:04:44.612022',146.00,'Shipped','Debit Card','Same-Day Delivery',97,48,false,false,true,false,false,11
100,58,'2014-09-23 03:29:17.080087',75.00,'Canceled','Cash on Delivery','Pickup In Store',41,63,false,false,true,false,true,4
