89,15,'Manage Wishlist',"'Allows users to add, remove, or move items in the wishlist.'"
90,5,'Manage Payments','Allows users to configure payment gateways and methods.'
91,14,'Manage Orders',"'Allows users to process, fulfill, or cancel orders.'"
92,6,'Manage Customers',"'Allows users to add, edit, or remove customer accounts.'"
93,11,'Manage Wishlist',"'Allows users to add, remove, or move items in the wishlist.'"
94,5,'View Wishlist','Allows users to view and manage their wishlist items.'
95,12,'View Reviews','Allows users to view and moderate product reviews and ratings.'
96,2,'Manage Categories',"'Allows users to create, edit, or remove product categories.'"
97,1,'Manage Returns',"'Allows users to handle product returns, refunds, and exchanges.'"
98,4,'Manage Wishlist',"'Allows users to add, remove, or move items in the wishlist.'"
99,9,'Manage Products',"'Allows users to add, edit, or remove products.'"
100,5,'Manage Discounts',"'Allows users to create, edit, or remove discounts and promotions.'"
