23,'BGUJEY6V',9.20,'Tiered Discount',19.20,39.20,'2021-04-11 15:17:56.182328','2023-08-16 00:00:00',true,'2022-05-22 16:17:13.48629','2023-03-09 03:56:07.342784'
24,'PXJ6TY8A',8.83,'Tiered Discount',18.83,38.83,'2016-05-04 17:35:14.195726','2023-08-27 00:00:00',true,'2014-12-08 03:51:39.562408','2016-01-17 22:05:23.305797'
25,'RL8XF0MG',9.97,'Tiered Discount',19.97,39.97,'2021-10-16 20:50:01.349968','2021-10-25 00:00:00',false,'2015-11-16 01:34:40.673246','2018-04-15 22:56:18.083472'
26,'G966R42R',9.33,'Free Shipping',19.33,39.33,'2023-08-02 19:06:19.763665','2024-01-23 00:00:00',true,'2014-10-11 07:02:29.603265','2016-04-22 05:19:21.913814'
27,'JYPSU82S',7.18,'Cashback',17.18,37.18,'2019-05-18 14:45:04.16258','2020-02-10 00:00:00',false,'2019-08-19 22:35:20.606474','2021-10-26 07:09:36.476783'
28,'YSO0YWX7',9.58,'Buy One Get One (BOGO)',19.58,39.58,'2022-04-25 09:08:04.213385','2022-09-05 00:00:00',false,'2023-05-14 12:12:21.717904','2023-07-16 11:28:28.598527'
29,'27HXPNVP',5.07,'Buy One Get One (BOGO)',15.07,35.07,'2016-12-20 22:58:04.354245','2021-10-10 00:00:00',true,'2019-08-04 14:45:33.540789','2021-11-17 02:06:28.72617'
30,'HHG21JSA',9.33,'Percentage Discount',19.33,39.33,'2019-06-04 22:19:26.700483','2021-01-14 00:00:00',true,'2017-01-12 17:15:55.412366','2020-01-27 07:24:55.176157'
31,'KXJG1L9H',5.91,'Tiered Discount',15.91,35.91,'2021-12-31 08:39:21.062238','2023-02-06 00:00:00',false,'2017-05-30 06:19:16.909178','2022-10-11 14:11:37.894547'
32,'R4B36XLU',7.45,'Loyalty Points',17.45,37.45,'2019-08-19 14:32:22.669692','2023-11-17 00:00:00',false,'2021-02-04 06:46:52.451171','2022-11-27 09:09:15.43783'
33,'9WXT93DT',9.26,'Cashback',19.26,39.26,'2023-04-15 02:13:31.199014','2023-11-27 00:00:00',true,'2015-10-19 22:25:28.194832','2019-03-22 16:38:12.927402'
34,'6VBFM3W2',8.68,'Free Shipping',18.68,38.68,'2015-02-07 15:34:13.063088','2018-10-01 00:00:00',false,'2020-06-21 02:26:27.856012','2021-06-06 05:49:23.654245'
35,'LLWP36BL',5.02,'Cashback',15.02,35.02,'2022-11-05 21:43:30.565802','2023-04-05 00:00:00',true,'2022-11-16 16:21:09.48917','2023-02-23 10:14:39.097469'
36,'L63V3K31',5.97,'Loyalty Points',15.97,35.97,'2022-07-21 19:29:01.096795','2023-07-27 00:00:00',false,'2017-09-10 01:26:39.807107','2021-06-22 05:08:46.071686'
37,'9XY2E2TB',5.03,'Percentage Discount',15.03,35.03,'2017-10-11 02:45:57.250958','2023-09-29 00:00:00',false,'2014-05-05 12:28:41.383062','2016-07-04 19:45:57.872824'
38,'R3W3J6JD',8.98,'Fixed Amount Discount',18.98,38.98,'2023-11-26 13:03:51.001336','2023-12-30 00:00:00',false,'2019-05-25 10:48:23.447114','2021-05-11 11:59:21.930651'
39,'CJTGR2XM',5.15,'Seasonal Discount',15.15,35.15,'2023-12-09 20:51:03.826468','2024-01-22 00:00:00',false,'2017-05-05 05:09:02.459285','2018-01-10 01:07:42.352839'
40,'GZJ8FCIC',9.55,'Fixed Amount Discount',19.55,39.55,'2024-01-31 01:41:34.626998','2024-02-12 00:00:00',true,'2022-04-05 21:18:07.332618','2022-05-15 09:27:15.101544'
41,'XGTNL1PY',9.74,'Tiered Discount',19.74,39.74,'2019-01-25 23:16:31.016358','2022-06-19 00:00:00',true,'2021-05-05 01:47:22.127698','2021-11-22 07:49:19.190407'
42,'79HGE9XC',6.06,'Seasonal Discount',16.06,36.06,'2015-04-03 14:20:51.169238','2020-05-05 00:00:00',false,'2021-07-26 19:34:55.039936','2024-01-12 21:23:18.091763'
43,'6UTYE5B1',5.42,'Percentage Discount',15.42,35.42,'2023-08-08 03:23:25.208924','2023-11-16 00:00:00',true,'2014-03-04 10:42:30.08392','2016-11-07 10:47:46.135858'
44,'3L7QLHA3',8.07,'Fixed Amount Discount',18.07,38.07,'2023-03-23 17:20:56.991465','2023-06-09 00:00:00',true,'2016-12-02 06:16:56.740569','2023-09-09 10:02:48.070447'
45,'CDYLUOO6',6.61,'Clearance Discount',16.61,36.61,'2021-06-14 23:54:29.702276','2021-09-14 00:00:00',false,'2016-04-15 14:24:09.015511','2018-08-11 16:46:58.005652'
46,'ZB7F9GXL',5.45,'Free Shipping',15.45,35.45,'2022-06-29 15:23:00.559071','2023-11-11 00:00:00',true,'2022-09-22 03:36:06.601935','2023-09-30 04:10:02.686101'
47,'BNY1SS7I',6.26,'Free Shipping',16.26,36.26,'2018-12-20 03:47:32.703773','2019-12-19 00:00:00',false,'2016-08-25 00:31:48.743983','2019-12-11 10:21:47.578376'
48,'XIUTWJU6',7.52,'Tiered Discount',17.52,37.52,'2016-07-08 08:10:32.547197','2022-12-25 00:00:00',false,'2014-12-03 16:54:14.379736','2021-11-28 13:29:34.76743'
49,'7B5GOBM2',7.53,'Bundle Discount',17.53,37.53,'2023-09-11 18:14:00.804457','2024-01-13 00:00:00',false,'2014-05-02 00:12:39.386759','2022-11-09 20:17:00.744282'
50,'2BESE4VK',9.51,'Buy One Get One (BOGO)',19.51,39.51,'2024-02-12 09:42:29.730601','2024-02-12 00:00:00',false,'2015-09-16 14:24:52.844332','2018-06-08 08:21:18.665518'
51,'V9F887TX',6.87,'Tiered Discount',16.87,36.87,'2019-02-14 12:32:41.320488','2020-10-15 00:00:00',true,'2020-05-29 02:04:21.857551','2023-01-30 20:43:43.330783'
52,'MX30O3ZH',6.32,'Bundle Discount',16.32,36.32,'2022-01-08 09:49:57.465664','2022-05-09 00:00:00',false,'2015-02-21 04:05:30.729179','2021-08-30 11:52:50.447541'
53,'KIMY7X18',7.32,'Cashback',17.32,37.32,'2020-05-31 15:48:16.156332','2023-01-14 00:00:00',false,'2022-02-18 18:46:22.338988','2023-04-24 09:26:21.595939'
54,'UF9QM2YS',6.00,'Seasonal Discount',16.00,36.00,'2021-08-05 20:27:11.490948','2022-06-02 00:00:00',false,'2017-06-19 17:04:46.843616','2018-06-11 05:18:56.276911'
55,'JJ84JD0M',5.12,'Fixed Amount Discount',15.12,35.12,'2019-08-18 20:59:46.555794','2022-02-18 00:00:00',true,'2018-10-28 20:04:44.615742','2021-10-16 14:31:08.667622'
56,'LPMUOX99',9.29,'Cashback',19.29,39.29,'2018-11-24 15:42:13.395821','2023-04-13 00:00:00',false,'2022-04-11 08:29:14.801663','2023-11-12 18:05:15.59238'
57,'RYYX95DX',8.83,'Seasonal Discount',18.83,38.83,'2017-10-28 07:02:36.931098','2018-03-31 00:00:00',false,'2022-02-07 09:09:05.076369','2022-07-04 01:09:47.810276'
58,'KELCIPVP',7.60,'Loyalty Points',17.60,37.60,'2017-03-18 19:43:14.787915','2018-05-31 00:00:00',false,'2017-07-14 13:15:09.359308','2019-10-06 17:15:17.329118'
59,'6R7VTPFM',7.30,'Seasonal Discount',17.30,37.30,'2019-05-11 00:20:03.06002','2023-09-21 00:00:00',true,'2016-08-03 06:31:28.284803','2022-04-25 08:30:04.960928'
60,'G1M3ZKXF',5.79,'Buy One Get One (BOGO)',15.79,35.79,'2016-03-03 08:30:33.67279','2020-05-11 00:00:00',true,'2020-01-17 18:46:06.240982','2022-09-30 15:34:28.164818'
61,'B7C7NJAY',7.03,'Percentage Discount',17.03,37.03,'2022-10-09 23:44:33.413004','2023-12-22 00:00:00',false,'2016-06-05 01:04:33.472388','2021-05-15 09:58:56.632933'
62,'OL2ZZNN5',5.52,'Bundle Discount',15.52,35.52,'2018-09-25 03:35:26.615816','2024-01-14 00:00:00',true,'2017-06-28 06:47:33.836241','2022-05-15 21:01:01.506257'
63,'8XD41EHR',6.76,'Percentage Discount',16.76,36.76,'2016-03-05 23:03:58.730456','2019-03-05 00:00:00',false,'2023-06-20 04:49:33.378276','2023-08-16 03:53:40.901693'
64,'4MG9S91N',8.80,'Tiered Discount',18.80,38.80,'2022-09-14 19:47:55.992366','2023-04-19 00:00:00',true,'2018-07-05 17:44:33.027','2018-10-24 08:02:26.755706'
65,'QH4LLV0F',7.34,'Tiered Discount',17.34,37.34,'2014-10-08 18:45:59.904131','2022-11-27 00:00:00',true,'2014-05-01 09:12:38.492951','2022-08-01 04:14:07.170463'
66,'2BBDV67J',7.23,'Percentage Discount',17.23,37.23,'2021-04-09 12:05:09.287278','2023-09-05 00:00:00',false,'2014-08-03 03:22:42.820149','2020-11-11 13:24:49.487528'
67,'USAH5FXA',8.09,'Seasonal Discount',18.09,38.09,'2023-03-16 11:10:33.034473','2023-09-23 00:00:00',false,'2021-03-10 13:51:42.043178','2021-10-04 00:08:21.807684'
68,'CWO5V74P',7.29,'Seasonal Discount',17.29,37.29,'2019-04-06 21:10:34.214948','2022-04-08 00:00:00',true,'2016-03-12 15:21:33.756994','2018-04-04 22:06:15.028892'
69,'IHATDGP3',7.39,'Percentage Discount',17.39,37.39,'2019-09-19 14:18:17.739951','2021-02-26 00:00:00',true,'2023-01-19 05:10:38.590436','2023-06-27 06:23:49.50433'
70,'OQ6K6JZC',6.24,'Free Shipping',16.24,36.24,'2023-02-23 11:30:17.180107','2024-01-10 00:00:00',false,'2016-02-03 04:49:31.26739','2016-03-20 13:26:20.841076'
71,'G221OAEA',5.01,'Cashback',15.01,35.01,'2019-03-09 21:42:15.107415','2022-09-26 00:00:00',false,'2022-03-21 01:34:21.611783','2023-07-29 09:37:55.955696'
72,'GH6AZQZQ',5.86,'Percentage Discount',15.86,35.86,'2015-02-01 10:47:56.701445','2018-02-02 00:00:00',true,'2021-10-07 03:30:00.832276','2022-10-04 05:52:42.374413'
73,'K15CDQDG',9.91,'Buy One Get One (BOGO)',19.91,39.91,'2023-04-03 21:35:40.757709','2023-09-04 00:00:00',true,'2016-03-14 10:43:53.378354','2018-05-03 23:46:40.277721'
74,'BYUPQILR',6.60,'Percentage Discount',16.60,36.60,'2016-04-26 14:16:03.668637','2022-12-18 00:00:00',true,'2014-03-11 15:35:52.002447','2023-08-29 07:58:18.450917'
75,'72VFRIB8',9.41,'Free Shipping',19.41,39.41,'2022-04-25 05:45:16.82866','2022-07-27 00:00:00',true,'2015-10-03 19:23:07.859335','2022-08-27 23:33:03.01581'
76,'I1FTXDUI',6.95,'Cashback',16.95,36.95,'2020-10-31 06:46:35.350723','2023-06-16 00:00:00',false,'2021-07-20 13:13:41.042232','2023-07-31 12:37:33.771475'
77,'S4PFDWOF',5.85,'Tiered Discount',15.85,35.85,'2023-10-05 10:14:21.279367','2023-12-05 00:00:00',false,'2019-02-13 04:42:25.183817','2020-02-10 17:41:39.556185'
78,'36R6VADO',6.24,'Bundle Discount',16.24,36.24,'2014-05-20 22:05:15.024617','2019-09-24 00:00:00',false,'2015-03-15 07:26:59.600795','2020-01-05 17:54:24.879003'
79,'863VNGRA',7.88,'Tiered Discount',17.88,37.88,'2020-12-16 20:26:35.983375','2021-07-22 00:00:00',true,'2016-12-05 13:36:17.396761','2017-09-04 05:22:22.621041'
80,'LMGT93HW',8.72,'Clearance Discount',18.72,38.72,'2022-05-13 23:24:10.893918','2022-07-16 00:00:00',false,'2019-10-19 02:09:40.410736','2019-12-16 18:29:11.228528'
81,'BQ300IV9',5.46,'Cashback',15.46,35.46,'2015-06-21 03:35:12.082332','2023-06-12 00:00:00',true,'2019-05-25 17:49:05.330176','2021-01-15 13:03:10.311459'
82,'SEY5OM3R',6.95,'Cashback',16.95,36.95,'2022-07-31 12:17:20.969302','2023-09-24 00:00:00',false,'2018-11-29 05:24:28.680565','2022-03-29 13:13:39.396514'
83,'KS5H4226',9.36,'Tiered Discount',19.36,39.36,'2021-02-13 10:42:02.612263','2023-01-01 00:00:00',false,'2015-04-28 15:28:09.016255','2016-10-21 10:06:04.270069'
84,'G9ZD6MXM',5.70,'Fixed Amount Discount',15.70,35.70,'2017-09-03 21:56:20.482306','2020-07-13 00:00:00',false,'2014-09-19 04:22:16.31331','2017-01-13 02:04:01.924914'
85,'U4DR6AT2',5.67,'Buy One Get One (BOGO)',15.67,35.67,'2021-08-15 05:51:27.757857','2022-11-17 00:00:00',false,'2017-01-14 19:57:23.097879','2019-02-05 08:05:48.079054'
86,'Z8KKPG7Y',6.01,'Percentage Discount',16.01,36.01,'2023-06-28 02:34:39.640031','2023-07-03 00:00:00',true,'2021-08-28 20:55:19.229639','2022-09-01 22:49:26.671503'
87,'57H7OO2X',9.64,'Clearance Discount',19.64,39.64,'2017-06-22 15:35:58.24171','2021-09-15 00:00:00',false,'2014-06-06 13:31:23.204008','2022-08-01 03:12:40.274008'
88,'FS7NFOLT',9.94,'Clearance Discount',19.94,39.94,'2018-04-16 02:34:17.368443','2023-11-03 00:00:00',false,'2014-05-16 18:52:52.306526','2018-07-15 07:28:14.937614'
89,'3QK6RYAK',8.56,'Tiered Discount',18.56,38.56,'2021-06-13 07:14:33.966232','2022-12-11 00:00:00',true,'2021-09-30 01:28:25.239779','2023-08-17 19:23:24.177893'
90,'DWS6L9NI',5.52,'Bundle Discount',15.52,35.52,'2015-05-22 22:10:44.357007','2023-10-23 00:00:00',false,'2016-08-18 03:19:04.583873','2019-06-12 18:10:09.498482'
91,'MICAPZV9',8.24,'Buy One Get One (BOGO)',18.24,38.24,'2024-01-09 08:16:42.611438','2024-02-04 00:00:00',false,'2023-02-20 06:19:56.658516','2023-04-25 04:46:56.583743'
92,'F21ADW8U',7.29,'Buy One Get One (BOGO)',17.29,37.29,'2022-10-04 07:25:17.026087','2024-01-26 00:00:00',true,'2018-04-08 18:57:47.851729','2019-12-13 10:42:06.993534'
93,'YY9AS7KO',8.04,'Buy One Get One (BOGO)',18.04,38.04,'2020-07-03 21:10:56.491155','2023-07-23 00:00:00',true,'2022-01-12 23:39:22.631546','2022-02-21 19:50:13.117317'
94,'KIN8TSD4',6.68,'Percentage Discount',16.68,36.68,'2021-10-01 14:20:56.520303','2023-08-27 00:00:00',false,'2021-01-11 16:11:13.36234','2021-12-14 17:03:41.390244'
95,'QRZORSQB',5.44,'Tiered Discount',15.44,35.44,'2014-07-17 06:15:39.498706','2020-06-10 00:00:00',false,'2019-11-30 10:46:03.669899','2023-10-20 09:33:19.838495'
96,'IEVZJWFJ',9.44,'Bundle Discount',19.44,39.44,'2014-10-08 08:24:17.183975','2015-06-23 00:00:00',false,'2015-06-28 01:14:35.822906','2022-09-08 10:01:34.533326'
97,'YWPQVLPW',7.58,'Buy One Get One (BOGO)',17.58,37.58,'2023-02-26 14:05:08.76101','2023-05-28 00:00:00',false,'2018-02-13 06:17:27.23525','2021-03-17 14:04:11.560656'
98,'MNFXBNAA',6.07,'Tiered Discount',16.07,36.07,'2023-07-30 06:35:29.457368','2023-11-21 00:00:00',false,'2020-06-19 01:29:09.059912','2023-03-20 05:24:04.425199'
99,'VZHB57XO',8.48,'Clearance Discount',18.48,38.48,'2015-08-30 14:53:30.525996','2019-09-24 00:00:00',false,'2015-06-10 04:50:05.942246','2017-07-05 07:15:02.911678'
100,'U8QL57PI',6.78,'Seasonal Discount',16.78,36.78,'2023-04-26 07:02:05.145976','2023-07-06 00:00:00',true,'2016-04-20 07:02:35.194596','2017-03-14 14:47:47.622129'
